PublishDate,Source,Type,Title,Summary,Link
2025-10-18,JARN,Industry News,Daikin Applied Powers Next-Gen Hyperscale Data Centers with End-to-End Cooling Solutions,"Innovative product advancements, strategic acquisitions and a dedicated business unit reinforce Daikin Applied’s role as a leader for mission-critical cooling and partner of choice for advanced data center facilities",https://www.ejarn.com/article/detail/90915
2025-10-18,JARN,Industry News,Boiler Rental Tips for Facilities Managers: Reliable Heating with Temporary Boiler Hire,"Maintaining consistent heating and hot water is essential for businesses—especially when equipment fails or during planned maintenance. As a facilities manager in the healthcare, manufacturing, hospitality or education sectors, choosing the right boiler rental solution can ensure patient and occupant comfort, safeguard operations, reduce downtime, and cut costs.",https://www.ejarn.com/article/detail/90914
2025-10-17,JARN,Industry News,Carrier Transicold Introduces eCool-Drive: The First Power Converter Specially Designed for Electric Tractors,"Carrier Transicold introduces eCool-Drive: A cutting-edge power solution that transforms high-voltage direct current from a tractor’s battery into the alternating current needed to operate a refrigeration unit. This innovative system, which electrifies existing diesel refrigeration units and enables seamless connection between any refrigerated semi-trailer and a 100% electric towing vehicle, will be presented at Solutrans 2025, held Nov. 18-22 at Lyon EUREXPO. Carrier Transicold is part of Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions.",https://www.ejarn.com/article/detail/90913
2025-10-17,JARN,Industry News,MHIEC Receives Contract for Improvement of Core Equipment at Municipal Solid Waste Incineration Facility in Kanazawa,"Tokyo, October 16, 2025 - Mitsubishi Heavy Industries Environmental & Chemical Engineering Co., Ltd. (MHIEC), a part of Mitsubishi Heavy Industries (MHI) Group, has received a contract from the city of Kanazawa (Ishikawa Prefecture) to refurbish and improve the core facilities of the city's East Environmental Energy Center, a municipal solid waste (MSW) incineration plant. The renovation of the stoker-type incinerators(Note1) with processing capacity of 250 tons per day (tpd) aims to extend the life of the facility, enhance energy efficiency, and reduce CO2 emissions. The total value of the contract is 4.3 billion yen before tax, with work scheduled to be completed in March 2029.",https://www.ejarn.com/article/detail/90912
2025-10-17,JARN,Industry News,Denso to exhibit at Japan mobility show 2025,"KARIYA, Japan (October 16, 2025) — DENSO CORPORATION (hereinafter “DENSO”) will exhibit at the “Japan Mobility Show 2025*1” held at Tokyo Big Sight from Thursday, October 30, to Sunday, November 9.",https://www.ejarn.com/article/detail/90911
2025-10-17,JARN,Industry News,Munters: industrial residues from Swedish industry become plasterboards,"The joint efforts between NOAH, Munters and Stockholm Exergi are accelerating the transformation of Swedish industry towards increased circularity. Using fly ash from Swedish combined heat and power plants and salt residues from Munters manufacturing of desiccant rotors, Norgips is now producing brand new plasterboards.",https://www.ejarn.com/article/detail/90910
2025-10-17,JARN,Industry News,GREE Unveils New Products at Canton Fair！,"On October 15-16, 2025, Gree Electric Appliances launched two innovative products－GMV9 Flex Modular Side Discharge Multi VRF Unit and Health Guardian at the 138th Canton Fair. These new products showcased GREE’s technological strength and breakthrough in the commercial air conditioning sector.",https://www.ejarn.com/article/detail/90909
2025-10-17,JARN,Industry News,"Danfoss unveils next-generation AxisPro proportional valve, increasing accessibility of intelligent hydraulics in industrial applications","NORDBORG, DENMARK — Danfoss Power Solutions today announced the launch of its next-generation Level 1 AxisPro® valve, rounding out the line of Vickers by Danfoss servo performance software-configurable proportional valves. With a new digital amplifier and support for industry-leading network protocols, the valve offers advanced performance, control, and seamless connectivity. Complementing the valve’s launch is Pro-FX™ Configure v2, the redesigned software configuration platform featuring an intuitive interface, streamlined setup, and real-time tuning for faster and easier installations. AxisPro valves are ideal for demanding industrial hydraulic applications such as presses, machine tools, factory automation, and more.",https://www.ejarn.com/article/detail/90908
2025-10-17,JARN,Industry News,Daikin to Exhibit at the COP30 Japan Pavilion,Showcasing an HVAC Solution that Prevents Overcooling and Achieves Significant Energy Savings through the Combination of Ventilation and Air Conditioning,https://www.ejarn.com/article/detail/90907
2025-10-17,JARN,Industry News,Electrifying the Cold Chain: Carrier Transicold to Showcase Innovative [R]eCool Retrofit Refrigeration System at Solutrans 2025,"Carrier Transicold will spotlight [R]eCool, an electric retrofit solution for Vector® refrigeration units, at Solutrans 2025, held Nov. 18-22 at Lyon EUREXPO. Unveiled in 2023 as one of the transport refrigeration industry’s first engineless retrofit cooling solutions, [R]eCool enables operators to convert diesel-powered refrigerated units on semi-trailers to hybrid or fully electric operation, substantially reducing diesel emissions, lowering fuel expenditures and minimizing noise while enhancing the value of their existing fleets. Carrier Transicold is part of Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions.",https://www.ejarn.com/article/detail/90906
2025-10-17,JARN,Industry News,Carrier Transicold Launches Real-Time Emissions and Fuel Cost Insights in Lynx Fleet to Drive Sustainable Fleet Performance,"Carrier Transicold is helping customers reduce waste, boost efficiency and meet environmental targets through enhancements to Lynx Fleet. New sustainability functionality delivers real-time insights into carbon emissions and fuel consumption, while offering intelligent recommendations tailored to each fleet’s behavior, supporting compliance with European climate regulations and enhancing operational decision making. Lynx Fleet will be showcased at Solutrans 2025, held Nov. 18-22 at Lyon EUREXPO. Carrier Transicold is part of Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions.",https://www.ejarn.com/article/detail/90905
2025-10-17,JARN,Industry News,Eurovent Team will be at ISK SODEX 2025,"The Eurovent Team will be at ISK-SODEX, one of the largest exhibitions focusing on HVACR, insulation, pumps, valves, fittings, water treatment, fire prevention, solar & pool systems.",https://www.ejarn.com/article/detail/90904
2025-10-17,JARN,Industry News,REHVA Supporter Eurovent Certification: Desert certification,"In the Gulf Cooperation Council (GCC) region, HVAC systems face extreme high ambient temperatures, yet most equipment is still certified using European or American Standards. While European and International Standards provide accurate and trusted benchmarks for temperate climates, additional testing is required for Gulf conditions. In response, Eurovent Certification has rolled out Desert Certification - a performance-based certification option available across several Eurovent Certified Performance programmes, tailored specifically to the harsh climate of the GCC.",https://www.ejarn.com/article/detail/90903
2025-10-17,JARN,Industry News,Compressed air distributor in Yorkshire UK has become part of Atlas Copco Group,"Nacka, Sweden, October 14, 2025: The compressed air distributor Northern Compressed Air Ltd., (“Northern Compressed Air”) has become part of Atlas Copco Group.",https://www.ejarn.com/article/detail/90902
2025-10-17,JARN,Industry News,Lennox Completes Acquisition of NSI Industries' HVAC Division,", Oct. 16, 2025 /PRNewswire/ -- Lennox (NYSE: LII), a leader in energy-efficient climate control solutions, today announced that it has completed the purchase of the HVAC Division of NSI Industries, including the Duro Dyne and Supco brand platforms.",https://www.ejarn.com/article/detail/90901
2025-10-17,JARN,Industry News,Haier AC Shines at 138th Canton Fair [1/2],"On October 15, 2025, the 138th China Import and Export Fair (Canton Fair) officially opened in Guangzhou. Haier Air Conditioning presented its whole-house AI smart air solutions and diversified product lineup under the theme “AI For Air”, demonstrating how AI-driven innovation is redefining home comfort.",https://www.ejarn.com/article/detail/90900
2025-10-17,JARN,Industry News,Samsung Electronics Ranks 5th in Global Brands for the Sixth Consecutive Year,"Samsung Electronics today announced it has been recognized by Interbrand, a global brand consultancy, as the 5th-ranked global brand for the sixth year in a row. Interbrand releases its list of “Best Global Brands” each year. For this year’s list, Samsung recorded a brand value of $90.5 billion, upholding its position as the only Asian company to remain in the global top five since 2020.",https://www.ejarn.com/article/detail/90899
2025-10-17,JARN,Industry News,Aermec at the Datacenter Forum Copenhagen,"The feedback that Aermec, supported by its Danish distributor H. Jessen Jurgensen A/S, received at the Datacenter Forum Copenhagen, an event entirely dedicated to data centres, was particularly positive.",https://www.ejarn.com/article/detail/90898
