PublishDate,Source,Type,Title,Summary,Link
2025-09-16,RefIndustry,Industry News,Danfoss introduces hygienic gasketed plate heat exchangers for food and beverage sector,"Danfoss has launched a new range of hygienic gasketed plate heat exchangers designed for processing applications in the food and beverage industry. According to the company, the equipment uses FDA-com",https://refindustry.com/news/new-items/danfoss-introduces-hygienic-gasketed-plate-heat-exchangers-for-food-and-beverage-sector
2025-09-16,RefIndustry,Industry News,Chile launches CO₂ heat pump pilot project for sustainable industrial refrigeration,The Multilateral Fund of the Montreal Protocol has approved a pilot project to introduce transcritical CO₂-based heat pumps in Chile’s industrial refrigeration sector. The initiative aims to reduc,https://refindustry.com/news/market-news/chile-launches-co-heat-pump-pilot-project-for-sustainable-industrial-refrigeration
2025-09-16,RefIndustry,Industry News,Castel introduces 3032 changeover valves with ORS connection,"Castel Srl has expanded its refrigeration and air conditioning portfolio with the 3032 changeover valves for safety valves, now also available with ORS connections. The solution meets the needs of sys",https://refindustry.com/news/new-items/castel-introduces-3032-changeover-valves-with-ors-connection
2025-09-16,RefIndustry,Industry News,Global heat exchanger market to reach USD 33.52 billion by 2030,"The global heat exchanger market is projected to grow from USD 23.95 billion in 2025 to USD 33.52 billion by 2030, according to a new report by MarketsandMarkets. This represents a compound annual",https://refindustry.com/news/market-research/global-heat-exchanger-market-to-reach-usd-33-52-billion-by-2030
2025-09-16,RefIndustry,Industry News,Australia offers mobile access to key RAC Standards for licensed technicians,The Australian Refrigeration Council (ARC) is offering licensed refrigeration and air conditioning (RAC) technicians and businesses mobile-only access to a curated set of industry standards via th,https://refindustry.com/news/market-news/australia-offers-mobile-access-to-key-rac-standards-for-licensed-technicians
2025-09-15,RefIndustry,Industry News,CIBSE announces 2025 Young Engineers Awards shortlist,"The Chartered Institution of Building Services Engineers (CIBSE) has announced the shortlist for the 2025 Young Engineers Awards, which celebrate their 30th anniversary this year. The awards recognise",https://refindustry.com/news/market-news/cibse-announces-2025-young-engineers-awards-shortlist
2025-09-15,RefIndustry,Industry News,Kenya trains RAC instructors on safe use of R290 in split ACs,Kenya has launched a national and regional Training of Trainers (ToT) program focused on climate- and environmentally friendly split air conditioning systems using R290 refrigerant. The sessions w,https://refindustry.com/news/news-events/kenya-trains-rac-instructors-on-safe-use-of-r290-in-split-acs
2025-09-15,CoolingPost-World,Industry News,Austria wins gold at EuroSkills,"DENMARK: Austrian Jonas Danninger, an employee of Hauser GmbH, won the Refrigeration and Air Conditioning gold medal at last week’s EuroSkills competition in Herning, Denmark.",https://www.coolingpost.com/world-news/austria-wins-gold-at-euroskills/
2025-09-14,CoolingPost-World,Industry News,Carrier completes 10-14ton RTU challenge,USA: Carrier has become the first manufacturer to complete the US Department of Energy's Commercial Building HVAC Technology Challenge laboratory validation in the 10-14ton rooftop heat pump category.,https://www.coolingpost.com/world-news/carrier-completes-10-14ton-rtu-challenge/
2025-09-14,CoolingPost-World,Industry News,Danfoss sells Dutch subsidiary Sondex BV,"DENMARK/NETHERLANDS: Danfoss Plate Heat Exchangers has sold its Dutch heat exchanger subsidiary, Sondex BV, to heat exchanger experts Theo Thoen and Hans Ter Velde.",https://www.coolingpost.com/world-news/danfoss-sells-dutch-subsidiary-sondex-bv/
2025-09-15,CoolingPost-UK,Industry News,Former Hawco MD to head K2 Engineering,"UK: Martin Butler, former managing director of Hawco, has joined Surrey-based refrigeration consultants K2 Engineering (Cooling) as MD.",https://www.coolingpost.com/uk-news/former-hawco-md-to-head-k2-engineering/
2025-09-15,CoolingPost-UK,Industry News,Langford appointed Panasonic UK country manager,UK: Mick Langford has been appointed UK country manager for Panasonic’s heating and cooling division. He replaces John Kellett who has stepped down from the role for personal reasons.,https://www.coolingpost.com/uk-news/langford-appointed-panasonic-uk-country-manager/
2025-09-15,CoolingPost-UK,Industry News,Paul Singh to stand for IOR president,"UK: Paul Singh, owner of the Chillair (UK) Training Academy, has joined  the race to be elected as the next president of the Institute of Refrigeration (IOR).",https://www.coolingpost.com/uk-news/paul-singh-to-stand-for-ior-president/
2025-09-14,CoolingPost-UK,Industry News,Industry recognition for Matt Morton,"UK: Matt Morton, chairman of Durham-based EJM Engineered Systems, has received the Institute of Refrigeration’s Northern Branch Lifetime Achievement Award for his outstanding contribution to the industry.",https://www.coolingpost.com/uk-news/industry-recognition-for-matt-morton/
2025-09-15,CoolingPost-T&E,Industry News,Lawton Tubes opens training studio,"UK: A new training studio to help inspire the next generation of air conditioning engineers, plumbers, and medical gas technicians has been announced by copper tube supplier Lawton Tubes.",https://www.coolingpost.com/training/lawton-tubes-opens-training-studio/
2025-09-15,Natural Refrigerants,Industry News,The Expert Opinion: Why the AIM Act Isn’t Going Anywhere and What That Means for Natural Refrigerant Planning,"Amrit Robbins, CEO and Co-founder of Axiom Cloud, on how AIM Act ..",https://naturalrefrigerants.com/news/the-expert-opinion-why-the-aim-act-isnt-going-anywhere-and-what-that-means-for-natural-refrigerant-planning/
2025-09-15,Danfoss,Company News,Introducing Danfoss hygienic gasketed plate heat exchangers:  Elevating hygienic processing standards,"Introducing Danfoss Hygienic Gasketed Plate Heat Exchangers – Elevate your hygienic processing standards with our innovative solutions designed for the food and beverage industry. Our heat exchangers are engineered with FDA-compliant materials to ensure the highest quality and meet stringent hygienic requirements. Experience exceptional performance in applications like dairy pasteurization, beverage cooling, and brewery heating. With modular frames for adaptability, frame extenders for optimized space, and versatile brackets for easy installation, streamline your operations and minimize downtime. Discover tailored solutions that enhance flexibility and efficiency. Learn more about our groundbreaking features and visit our product page for detailed information.",https://www.danfoss.com//en/about-danfoss/news/dhs/introducing-danfoss-hygienic-gasketed-plate-heat-exchangers/
2025-09-15,LG-Entertainment,Company News,LG Expands xboom Buds Lineup With Buds Plus and Buds Lite for Every Lifestyle,", 2025 — LG Electronics (LG) is expanding the xboom Buds lineup with the introduction of Buds Plus and Buds Lite, building on the success of the original xboom Buds launched in January. Designed to deliver high-quality audio experiences for casual listeners and discerning audiophiles alike, the new models offer immersive sound, extended battery life and ergonomic comfort, ensuring uninterrupted listening wherever life takes you.",https://www.lgnewsroom.com/2025/09/lg-expands-xboom-buds-lineup-with-buds-plus-and-buds-lite-for-every-lifestyle/
2025-09-15,Carrier-Commercial,Company News,Investing in Tomorrow's HVAC Technicians: Carrier Launches New Initiative with TechForce,"Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions, is expanding its commitment to develop service trade technicians of the future through a new collaboration with TechForce Foundation, designed to encourage HVAC career paths and workforce readiness. This new agreement builds on Carrier’s ongoing investments to grow U.S. manufacturing, innovation and skilled jobs, and its previously announced TechVantage Initiative, which aims to hire 1,000 U.S. service technicians and train more than 100,000 across Carrier and its ecosystem.",https://www.carrier.com/commercial/en/us/news/news-article/investing-in-tomorrow-s-hvac-technicians--carrier-launches-new-initiative-with-techforce.html
2025-09-16,JARN News,Industry News,Introducing Danfoss hygienic gasketed plate heat exchangers,"Danfoss is proud to announce the launch of our hygienic gasketed plate heat exchangers, designed to redefine hygienic processing across multiple industries. Engineered with precision and care, these heat exchangers meet the most stringent hygienic requirements, utilizing FDA-compliant materials to guarantee the highest quality in your end products.",https://www.ejarn.com/article/detail/90410
2025-09-16,JARN News,Industry News,Investing in Tomorrow's HVAC Technicians: Carrier Launches New Initiative with TechForce,", Sept. 15, 2025 /PRNewswire/ -- Carrier Global Corporation (NYSE: CARR), global leader in intelligent climate and energy solutions, is expanding its commitment to develop service trade technicians of the future through a new collaboration with TechForce Foundation, designed to encourage HVAC career paths and workforce readiness. This new agreement builds on Carrier's ongoing investments to grow U.S. manufacturing, innovation and skilled jobs, and its previously announced TechVantage Initiative, which aims to hire 1,000 U.S. service technicians and train more than 100,000 across Carrier and its ecosystem.",https://www.ejarn.com/article/detail/90409
2025-09-16,JARN News,Industry News,World Ozone Day 2025,"In 2025, it is forty years since nations came together under the Vienna Convention for the Protection of the Ozone Layer and agreed to take appropriate measures to protect people and the planet from harmful UV radiation pouring through a potentially damaged ozone layer. Based on additional scientific information, the Montreal Protocol was adopted and chlorofluorocarbons started being phased out setting the ozone layer on the road to recovery.",https://www.ejarn.com/article/detail/90408
2025-09-16,JARN News,Industry News,"Atlas Copco: Making Biogas Production Cleaner, Safer and More Reliable","Managing biological processes, controlling harmful by-products and ensuring equipment reliability all have a direct impact on efficiency and profitability. For many sites, success depends on technology partners that can deliver dependable performance and low lifecycle costs. Atlas Copco provides compressed air, gas and oxygen generation solutions designed specifically to meet those needs, helping operators achieve cleaner, safer and more reliable biogas production.",https://www.ejarn.com/article/detail/90407
2025-09-16,JARN News,Industry News,Vulcan: Carbon Removal Mitigates Climate Change,"We’re proud to partner with CarbonCure Technologies, who was highlighted in a recent CNBC story about the growing demand for carbon removal to mitigate climate change. The CNBC crew filmed this segment with our Central Concrete team in San Jose, CA, to see the technology in action. CarbonCure injects captured CO2 into concrete mixes, which permanently stores the CO2, and has the added benefit of making the concrete stronger. Increased strength means concrete producers can use less cement in their mixes, which helps make the industrial process greener.",https://www.ejarn.com/article/detail/90406
2025-09-16,JARN News,Industry News,Star Refrigeration supports Scottish red meat sector through SAMW Annual Conference sponsorship,Star Refrigeration has maintained its commitment to the Scottish Association of Meat Wholesalers (SAMW) by sponsoring its 2025 Annual Conference. Taking place on Friday 26th September at The Royal Highland Centre Pavilion in Ingliston. The conference will bring together delegates from across Scotland’s red meat sector to hear from expert speakers and connect with peers.,https://www.ejarn.com/article/detail/90405
2025-09-16,JARN News,Industry News,PLM Fleet Honors America’s Truck Drivers During National Truck Driver Appreciation Week,"— Today, PLM Fleet, along with American Trucking Associations and the entire trucking industry, is beginning a weeklong celebration of the millions of professional truck drivers who deliver America’s freight safely and securely every day.",https://www.ejarn.com/article/detail/90404
2025-09-16,JARN News,Industry News,"GEA unveils a new generation of flexible, modular beverage filling technology at drinktec 2025","GEA is introducing a new generation of filling technology at drinktec 2025: a modular, service-friendly filler engineered for high-performance beverage production in an increasingly diverse and demanding market. With an upgraded hygienic design and smart features such as AI-assisted interfaces, it aims to boost line efficiency, uptime and daily operations.",https://www.ejarn.com/article/detail/90403
2025-09-15,JARN News,Industry News,Samsung Electronics Opens Samsung AI Forum 2025,"Samsung Electronics today announced the opening of Samsung AI Forum 2025, taking place from Sept. 15-16. Now in its ninth year, the forum serves as a global venue where leading scholars and industry experts gather to share the latest breakthroughs in AI and explore future research directions.",https://www.ejarn.com/article/detail/90402
2025-09-14,JARN News,Industry News,Frascold: the End-of-Life (EOL) of compressors,"The company’s philosophy encourages customers and partners to consider every possible maintenance or repair intervention before replacing a compressor. This choice not only extends the useful life of components but also helps limit waste and reduce operating costs. To support this sustainable model, Frascold provides a widespread network of Authorized Service Centers, equipped with specialized personnel who undergo continuous training.",https://www.ejarn.com/article/detail/90394
2025-09-14,JARN News,Industry News,Using AVL ThermalLab™ for Industrial Heat Pump Testing According to European Standards [1/2],"As the demand for efficient and sustainable heating solutions grows, industrial heat pumps are becoming central to decarbonizing thermal energy systems.",https://www.ejarn.com/article/detail/90393
2025-09-14,JARN News,Industry News,Clivet: HEAT PUMP DAY - Take action,"Clivet is actively participating in Heat Pump Day, an initiative that will bring meetings and events across Europe on 21 October to raise awareness of the potential of heat pump technology.",https://www.ejarn.com/article/detail/90392
2025-09-14,JARN News,Industry News,"Fortune Media and Great Place To Work Name Helios Technologies’ Operating Company, Enovation Controls, to 2025 Best Workplaces in Manufacturing & Production List",".--(BUSINESS WIRE)-- Helios Technologies, Inc. (NYSE: HLIO) (“Helios” or the “Company”), a global leader in highly engineered motion control and electronic controls technology announced its operating company Enovation Controls (“Enovation”) has been selected for the 2025 Fortune Best Workplaces in Manufacturing & Production™ List. This is Enovation’s fifth time being named to this prestigious list, this year coming in at 24th place in the “small and medium” category.",https://www.ejarn.com/article/detail/90391
2025-09-14,JARN News,Industry News,Eurovent: innovations in materials and circularity for HVACR,"Eurovent invites EUROVENTSUMMIT participants to a seminar on 25 September focused on how innovations in materials and circularity are reshaping the HVACR industry, spotlighting insights on building a low-carbon, resilient future.",https://www.ejarn.com/article/detail/90390
2025-09-15,Contracting Business - Commercial,Industry News,Dynamic Closed Loop Geothermal System Revolutionizes Energy Efficiency in Chicago School District,"North Shore School District 112, located in the northern suburbs of Chicago, is making history as the first in the nation to power its schools with a Dynamic Closed Loop (DCL) geothermal system. The groundbreaking installation sets a new standard for energy efficiency in K–12 education — slashing emissions, lowering costs, and redefining what’s possible for sustainable learning environments.",https://www.contractingbusiness.com/commercial-hvac/article/55310239/dynamic-closed-loop-geothermal-system-revolutionizes-energy-efficiency-in-chicago-school-district
2025-09-15,Contractor Mag - Management,Industry News,"For Contractors, Developing the Right Tech Stack Can be a Challenge - Comprehensive Auditing Can Help","Every contractor understands the importance of having a full, robust set of tools—ensuring the right resources to tackle any challenge and to handle any job. This includes not only the right tools for the jobsite itself, but also for the back office, encompassing functions like appointment-setting, customer follow-up and inventory management.",https://www.contractormag.com/technology/article/55316582/for-contractors-developing-the-right-tech-stack-can-be-a-challenge-comprehensive-auditing-can-help
2025-09-15,Contractor Mag - Hydronics,Industry News,"Weekly Product Gallery: Noritz, Burnham, Laars, Bosch, PVI, Mirua","Kelly L. Faloonis a contributing editor and writer toContractor,Contracting Businessmagazine andHPAC Engineeringand principal of Faloon Editorial Services. The former editor ofPlumbing & Mechanicalmagazine, Faloon has more than 26 years of experience in the plumbing and heating industry and more than 35 years in B2B publishing. She started a freelance writing and editing business in 2017, where she has a varied clientele.",https://www.contractormag.com/media-galleries/media-gallery/55316096/weekly-product-gallery-noritz-burnham-laars-bosch-pvi-mirua
2025-09-15,Contractor Mag - Technology,Industry News,"For Contractors, Developing the Right Tech Stack Can be a Challenge - Comprehensive Auditing Can Help","Every contractor understands the importance of having a full, robust set of tools—ensuring the right resources to tackle any challenge and to handle any job. This includes not only the right tools for the jobsite itself, but also for the back office, encompassing functions like appointment-setting, customer follow-up and inventory management.",https://www.contractormag.com/technology/article/55316582/for-contractors-developing-the-right-tech-stack-can-be-a-challenge-comprehensive-auditing-can-help
2025-09-14,ACHR-Breaking News,Industry News,More Cooling Options for Make-Up Air,"Greenheck make-up air units are ideal for warehouse, kitchen, industrial, and commercial applications.",https://www.achrnews.com/articles/165250-more-cooling-options-for-make-up-air
2025-09-14,ACHR-New HVAC Products,Industry News,More Cooling Options for Make-Up Air,"Greenheck make-up air units are ideal for warehouse, kitchen, industrial, and commercial applications.",https://www.achrnews.com/articles/165250-more-cooling-options-for-make-up-air
2025-09-14,ACHR-New HVAC Products,Industry News,MicroPure Filtration: Air and Gas Purifier,"Sulfur Guard purifies compressed air and gas streams by removing sulfur compounds, aromatic hydrocarbons, and aldehydes plus other potential contaminants through chemical adsorption.",https://www.achrnews.com/articles/165234-micropure-filtration-air-and-gas-purifier
2025-09-15,DOE - Press Release,Industry News,"U.S. Secretary of Energy Chris Wright Delivers U.S. National Statement at the General Conference of the International Atomic Energy Agency in Vienna, Austria","VIENNA, AUSTRIA—U.S. Secretary of Energy Chris Wright today delivered the U.S. National Statement at the General Conference of the International Atomic Energy Agency (IAEA) in Vienna, Austria.",https://www.energy.gov/articles/us-secretary-energy-chris-wright-delivers-us-national-statement-general-conference
2025-09-15,DOE - Press Release,Industry News,Energy Department Seeks Energy and Manufacturing Innovators for 2026 Lab-Embedded Entrepreneurship Program Cohort,"WASHINGTON—The U.S. Department of Energy (DOE) announced the opening of application portals for the Lab-Embedded Entrepreneurship Program (LEEP) 2026 Cohort, a two-year, funded fellowship that supports the next generation of energy entrepreneurs. Selected fellows will work to advance technologies that make energy more affordable, bolster national security, and give American manufacturers a competitive edge in global markets.",https://www.energy.gov/eere/articles/energy-department-seeks-energy-and-manufacturing-innovators-2026-lab-embedded
2025-09-15,DOE - Press Release,Industry News,U.S. Department of Energy Announces $6 Million to Enhance U.S. Supply Chain Security Through Domestic Gallium Production,Prototype technologies will leverage existing feedstocks at U.S. metal processing facilities to reduce foreign dependence and increase efficiency of gallium recovery,https://www.energy.gov/fecm/articles/us-department-energy-announces-6-million-enhance-us-supply-chain-security-through
2025-09-15,DOE - Testimony,Industry News,"U.S. Secretary of Energy Chris Wright Delivers U.S. National Statement at the General Conference of the International Atomic Energy Agency in Vienna, Austria","VIENNA, AUSTRIA—U.S. Secretary of Energy Chris Wright today delivered the U.S. National Statement at the General Conference of the International Atomic Energy Agency (IAEA) in Vienna, Austria.",https://www.energy.gov/articles/us-secretary-energy-chris-wright-delivers-us-national-statement-general-conference
2025-09-15,GEA,Company News,"GEA unveils a new generation of flexible, modular beverage filling technology at drinktec 2025","GEA is introducing a new generation of filling technology at drinktec 2025: a modular, service-friendly filler engineered for high-performance beverage production in an increasingly diverse and demanding market. With an upgraded hygienic design and smart features such as AI-assisted interfaces, it aims to boost line efficiency, uptime and daily operations.",https://www.gea.com/en/news/trade-press/2025/drinktec-next-level-beverage-filling
