PublishDate,Source,Type,Title,Summary,Link
2025-10-21,Copeland-US,Company News,We’re exhibiting at Intermodal Europe – the 50th Anniversary edition!,"Intermodal Europe is an event for container shipping & intermodal transport sectors to network, learn & collaborate.",https://www.copeland.com/en-gb/events/intermodal-europe
2025-10-16,Copeland-US,Company News,Meet Copeland at The Global Produce and Floral Expo,Global Produce & Floral Expo is the world’s largest fresh produce & floral expo for cold chain innovations.,https://www.copeland.com/en-US/events/global-produce-floral-show
2025-10-08,Copeland-US,Company News,Data Centre World Asia 2025,Data Centre World Asia is a global event at the forefront of innovation in the fast-changing data center industry.,https://www.copeland.com/en-in/events/data-centre-world-asia-2025
2025-10-06,Copeland-US,Company News,"Power Today, Build Tomorrow with Copeland at ESD 2025",FMI Energy & Store Development Conference showcases the future of commercial refrigeration and building controls.,https://www.copeland.com/en-US/events/fmi-energy-store-development-conference
2025-09-30,Copeland-US,Company News,Visit Copeland at SIFA 2025,SIFA is the tradeshow that gathers refrigeration professionals for the latest regulatory & technical information.,https://www.copeland.com/en-gb/events/sifa
2025-09-30,Copeland-US,Company News,Visit Copeland at Fruit Attraction,Fruit Attraction promotes the sector’s worldwide exports & serves as a connection point for the entire value chain.,https://www.copeland.com/en-gb/events/fruit-attraction
2025-09-29,Panasonic-UK,Company News,Panasonic Supports EHPA’s Call for Stable Regulation and Fair Electricity Taxation for Heat Pumps,Panasonic Heating & Cooling Solutions supports the European Heat Pump Association’s (EHPA) call for more balanced energy taxation and stronger policy support for heat pumps.,https://www.aircon.panasonic.eu/GB_en/news/new/panasonic-supports-ehpas-call-for-stable-regulation-and-fair-electricity-taxation-for-heat-pumps/
2025-09-28,JARN,Industry News,Daikin Releases Its Integrated Report 2025 and Sustainability Report 2025,"The purpose of releasing its annual integrated report is to communicate Daikin’s strengths, management strategy, and initiatives to enhance corporate value over the medium to long term. Focusing primarily on the pages featuring the messages from top management and management strategy, the 2025 edition explains, from both financial and non-financial perspectives, how the company intends to systematically implement the key strategy themes outlined in its Fusion 25 strategic management plan, further strengthen its management foundation, and implement specific measures for its future growth within the challenging business environment.",https://www.ejarn.com/article/detail/90595
2025-09-28,JARN,Industry News,"HPT: Multi-family home in Adorf, Germany","The Adorf im Vogtland housing association sought to reposition itself as an innovative and modern landlord. Furthermore, the building was in a dilapidated condition, with several apartments vacant. By participating in the research project on sustainable heating of multi-family buildings (LowEx in Existing Buildings), the aim was to implement innovative solutions for heat supply. The housing association received support from federal funding for the future project “Adorf Anders (different).” It is an apartment building with five apartments in a two-family house. It was built in 1963 using prefabricated components from the WBS series. Before the renovation, it was supplied with a central gas heating system without condensing technology, installed in 1993, with a heat consumption of 216 kWh/m² per year. There was no ventilation system. It was renovated in two stages:",https://www.ejarn.com/article/detail/90591
2025-09-28,JARN,Industry News,Minimum Energy Efficiency Standards (MEES): What EPC B Means for UK Commercial Property by 2030,"The UK’s commercial property sector is facing a seismic shift in energy efficiency regulation. The government’s tightening of the Minimum Energy Efficiency Standards (MEES) means that by 2030, all non-domestic rented buildings must achieve an Energy Performance Certificate (EPC) rating of B or higher to remain legally lettable.",https://www.ejarn.com/article/detail/90596
